Sr_No,Case_No,Case_Title,Case_Subject,Author_Judge,Upload_Date,Judgment_Date,Citations,SC_Citations,PDF_URL,Filename,Download_Status,Timestamp
2460,C.A.224/2003,Case_2460,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,29-10-2004,N/A,PLD 2005 SC 193,2004 SCP 3,https://www.supremecourt.gov.pk/downloads_judgements/JR_Varan_Case.pdf,C.A.224_2003.pdf,Success,2025-10-05T14:42:44.269753
2461,Crl.R.P.44/2003,Criminal Review Pettion No. 44 of 2003. & Criminal Misc. Application No. 230 of 2003. & Criminal Original Pettion No. 41 of 2002.,N/A,"Mr. Justice Nazim Hussain Siddiqui, C.J.",19-01-2005,N/A,PLD 2005 SC 270,2005 SCP 1,https://www.supremecourt.gov.pk/downloads_judgements/JR_The_State_through_NAB_VS_Haji_Nasim-ur-Rehman.pdf,Crl.R.P.44_2003.pdf,Success,2025-10-05T14:42:45.242864
2462,Crl.O.P.15/2002,CR. ORIG. P. NO. 15 of 2002 & Cr. Misc. A.179/2002 in Civil Review Petition No. 80 of 1999.,N/A,"Mr. Justice Nazim Hussain Siddiqui, C.J.",11-05-2005,14-01-2005,PLJ 2006 SC 472,2005 SCP 3,https://www.supremecourt.gov.pk/downloads_judgements/JR_Fecto_Belarus_Tractor_Limited_Case.pdf,Crl.O.P.15_2002.pdf,Success,2025-10-05T14:42:46.221250
2463,C.P.13/2004,Case_2463,N/A,"Mr. Justice Nazim Hussain Siddiqui, C.J.",13-04-2005,13-04-2005,PLD 2005 SC 719,2005 SCP 2,https://www.supremecourt.gov.pk/downloads_judgements/JR_Judgment_on_17th_Amendmend_and_Presidents_Uniform_Case.pdf,C.P.13_2004.pdf,Success,2025-10-05T14:42:47.493943
2464,C.P.L.A.1569-L/2005,Case_2464,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,16-08-2005,16-08-2005,PLD 2005 SC 858,2005 SCP 4,https://www.supremecourt.gov.pk/downloads_judgements/JR_Civil_Petitions_for_Leave_to_Appeal_No_1569-L_1579-L_1597-L_1600-L_1622-L_1624-L_of_2005.pdf,C.P.L.A.1569-L_2005.pdf,Success,2025-10-05T14:42:48.792075
2465,C.P.L.A.378-L/2004,Muhammad Aslam VERSUS Water & Power Development Authority etc.,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,23-11-2006,23-10-2006,2007 SCMR 513,2006 SCP 9,https://www.supremecourt.gov.pk/downloads_judgements/CJD_Civil_Petition_No_378-L_of_2004.pdf,C.P.L.A.378-L_2004.pdf,Success,2025-10-05T14:42:49.670630
2466,C.P.L.A.1097-L/2004,Superintending Engineer GEPCO Sialkot VERSUS Muhammad Yousaf,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,23-11-2006,23-11-2006,2007 SCMR 537,2006 SCP 8,https://www.supremecourt.gov.pk/downloads_judgements/CJD_Civil_Petition_No_1097-L_of_2004.pdf,C.P.L.A.1097-L_2004.pdf,Success,2025-10-05T14:42:50.676863
2467,C.A.970/2003,Atique-ur-Rahman VERSUS Haji Khan Afzal etc.,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,02-10-2006,02-10-2006,2007 SCMR 507,2006 SCP 6,https://www.supremecourt.gov.pk/downloads_judgements/CJD_Civil_Appeal_No_970_of_2003.pdf,C.A.970_2003.pdf,Success,2025-10-05T14:42:51.372950
2468,C.P.L.A.788/2006,"M/S Al-Mahmudia (Pvt) Ltd. VERSUS Pakistan through Secretary M/O Housing & Works, Islamabad etc.",N/A,Mr. Justice Iftikhar Muhammad Chaudhry,14-09-2006,14-09-2006,PLD 2007 SC 79,2006 SCP 4,https://www.supremecourt.gov.pk/downloads_judgements/CJD_Civil_Petition_No_788_of_2006.pdf,C.P.L.A.788_2006.pdf,Already exists,2025-10-05T14:42:51.674953
2469,C.P.9/2006,Constitution Petition No. 9 of 2006 & Civil Petition Nos. 345 & 394 of 2006,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,23-06-2006,N/A,PLD 2006 SC 697,2006 SCP 2,https://www.supremecourt.gov.pk/downloads_judgements/CJD_Pakistan_Steel_Mills_Case.pdf,C.P.9_2006.pdf,Success,2025-10-05T14:42:52.738889
2470,C.A.792/2005,Whole Text incluing Operative Part,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,26-06-2006,N/A,PLD 2006 SC 602,2006 SCP 3,https://www.supremecourt.gov.pk/downloads_judgements/CJD_Section%202-A_Case_as_on_26_06_2006.pdf,C.A.792_2005.pdf,Success,2025-10-05T14:42:54.056836
2471,C.P.36/2005,Conversion of Public Park into a Mini Golf Course,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,07-02-2006,07-02-2006,PLD 2006 SC 394,2006 SCP 1,https://www.supremecourt.gov.pk/downloads_judgements/CJD_Constitution_Petition_No_36_of_2005.pdf,C.P.36_2005.pdf,Success,2025-10-05T14:42:55.247999
2472,Reference.2/2005,Hasba Bill,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,18-08-2005,N/A,PLD 2005 SC 873,2005 SCP 5,https://www.supremecourt.gov.pk/downloads_judgements/CJD_Reference%20by_the_President_of_Pakistan_under_Article_186.pdf,Reference.2_2005.pdf,Success,2025-10-05T14:42:56.444235
2473,Crl.P.L.A.848-L/2002,Case_2478,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,12-12-2005,12-12-2005,PLD 2006 SC 145,2005 SCP 10,https://www.supremecourt.gov.pk/downloads_judgements/CJD_Criminal_Petition_No_848-L_920-L_921-L_of_2002_more.pdf,Crl.P.L.A.848-L_2002.pdf,Success,2025-10-05T14:42:57.405649
2474,Crl.P.L.A.55/2005,Ghulam Qadir VS The State,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,12-10-2005,12-10-2005,PLD 2006 SC 61,2005 SCP 8,https://www.supremecourt.gov.pk/downloads_judgements/CJD_Criminal_Petition_No_55_of_2005.pdf,Crl.P.L.A.55_2005.pdf,Success,2025-10-05T14:42:58.683137
2475,C.P.L.A.1532-L/2005,Shaukat Ali and another VS District Returning Officer and another,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,12-10-2005,12-10-2005,PLD 2006 SC 78,2005 SCP 7,https://www.supremecourt.gov.pk/downloads_judgements/CJD_Civil_Petition_No_1532-L_of_2005.pdf,C.P.L.A.1532-L_2005.pdf,Success,2025-10-05T14:42:59.940204
2476,S.M.C.11/2005,Judgment on Kite Flying,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,25-10-2005,25-05-2005,PLD 2006 SC 1,2005 SCP 9,https://www.supremecourt.gov.pk/downloads_judgements/CJD_Suo_Motu_Petition_No_11_of_2005.pdf,S.M.C.11_2005.pdf,Success,2025-10-05T14:43:01.642552
2477,S.M.C.19/2010,Case_2486,N/A,MR. JUSTICE GHULAM RABBANI,04-10-2010,04-10-2010,N/A,2010 SCP 13,https://www.supremecourt.gov.pk/downloads_judgements/SMC19of2010.pdf,S.M.C.19_2010.pdf,Success,2025-10-05T14:43:02.671906
2478,C.A.876/2005,Case_2487,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,12-10-2005,N/A,2009 SCMR 1279,2005 SCP 6,https://www.supremecourt.gov.pk/downloads_judgements/C.A.876-879of2005.pdf,C.A.876_2005.pdf,Success,2025-10-05T14:43:04.520139
2479,C.M.APPEAL.120/2009,Case_2489,N/A,Mr. Justice Ghulam Rabbani,11-11-2009,11-11-2009,2010 SCMR 312,2009 SCP 14,https://www.supremecourt.gov.pk/downloads_judgements/c.m.a.no20&21of2009.pdf,C.M.APPEAL.120_2009.pdf,Success,2025-10-05T14:43:05.366441
2480,C.M.A.2745/2009,Case_2491,N/A,MR. JUSTICE JAVED IQBAL,13-10-2009,N/A,PLD 2010 SC 483,2009 SCP 12,https://www.supremecourt.gov.pk/downloads_judgements/CMA2745of2009etc.pdf,C.M.A.2745_2009.pdf,Success,2025-10-05T14:43:06.384995
2481,C.P.2/2010,Case_2493,N/A,N/A,13-02-2010,13-02-2010,2010 SCMR 563,2010 SCP 1,"https://www.supremecourt.gov.pk/downloads_judgements/Const.P.2,3and4-II.pdf",C.P.2_2010.pdf,Success,2025-10-05T14:43:07.070773
2482,C.P.9/2009,"Sindh High Court Bar Association through its Secretary. v. Federation of Pakistan through Secretary, Ministry of Law and Justice, Islamabad and others.",N/A,Mr. Justice Iftikhar Muhammad Chaudhry,31-07-2009,N/A,PLD 2009 SC 879,2009 SCP 10,https://www.supremecourt.gov.pk/downloads_judgements/const.p.9and8of2009.pdf,C.P.9_2009.pdf,Success,2025-10-05T14:43:09.251290
2483,C.P.9/2009,"Sindh High Court Bar Association through its Secretary. v. Federation of Pakistan through Secretary, Ministry of Law and Justice, Islamabad and others.",N/A,Mr. Justice Iftikhar Muhammad Chaudhry,31-07-2009,31-07-2009,PLD 2009 SC 789,2009 SCP 9,https://www.supremecourt.gov.pk/downloads_judgements/CONST.P.9OF2009.pdf,C.P.9_2009.pdf,Already exists,2025-10-05T14:43:09.553787
2484,C.P.11/2010,"Nadeem Ahmed, Advocate v. Federation of Pakistan",U/A 184,N/A,07-09-2010,07-09-2010,PLD 2010 SC 1165,2010 SCP 12,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.11-2010etc.pdf,C.P.11_2010.pdf,Success,2025-10-05T14:43:10.397986
2485,C.P.20/2009,"The Bank of Punjab v. Haris Steel Industries, etc.",Transfer of cases,Mr. Justice Muhammad Sair Ali,14-07-2009,14-07-2009,PLD 2010 SC 1109,2009 SCP 7,https://www.supremecourt.gov.pk/downloads_judgements/CONST.P.20-27OF2009.pdf,C.P.20_2009.pdf,Success,2025-10-05T14:43:11.098479
2486,C.P.22/2009,"The Bank of Punjab v. Haris Afzal, etc",Transfer of cases,Mr. Justice Iftikhar Muhammad Chaudhry,27-05-2010,N/A,PLD 2010 SC 1109,2010 SCP 6,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.20to27-39&45.pdf,C.P.22_2009.pdf,Success,2025-10-05T14:43:12.559933
2487,C.P.33/2005,Engineer Iqbal Zafar Jhagra v. Federation of Pakistan and others,U/A 184/Enforcement of Fundamental Rights / Human Rights,Mr. Justice Iftikhar Muhammad Chaudhry,07-07-2009,07-07-2009,2013 SCMR 1337,2009 SCP 6,https://www.supremecourt.gov.pk/downloads_judgements/CONST.P.33-34-2005.pdf,C.P.33_2005.pdf,Success,2025-10-05T14:43:13.330292
2488,C.P.46/2010,Dr. Shahid Masood v. Federation of Pakistan & others,U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,13-08-2010,13-08-2010,2010 SCMR 1849,2010 SCP 9,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.46and47of2010.pdf,C.P.46_2010.pdf,Success,2025-10-05T14:43:14.167930
2489,C.P.21/2007,Case_2492,N/A,Mr. Justice Khalil-ur-Rehman Ramday,03-11-2009,N/A,PLD 2010 SC 61,2009 SCP 13,https://www.supremecourt.gov.pk/downloads_judgements/ConstitutionPetitionNo21OF2007.pdf,C.P.21_2007.pdf,Success,2025-10-05T14:43:15.600417
2490,C.P.20/2009,"The Bank of Punjab v. Haris Steel Industries, etc.",Transfer of cases,MR. JUSTICE GHULAM RABBANI,01-09-2010,01-09-2010,PLD 2010 SC 1109,2010 SCP 11,https://www.supremecourt.gov.pk/downloads_judgements/ConstitutionPetitionNo39of2009.pdf,C.P.20_2009.pdf,Already exists,2025-10-05T14:43:15.903547
2491,C.P.L.A.778/2008,Case_2494,N/A,Mr. Justice Sheikh Hakim Ali,25-02-2009,25-02-2009,PLD 2009 SC 284,2009 SCP 2,https://www.supremecourt.gov.pk/downloads_judgements/CP778-779.pdf,C.P.L.A.778_2008.pdf,Success,2025-10-05T14:43:17.220180
2492,C.P.L.A.878/2008,Case_2495,N/A,Mr. Justice Mohammad Moosa Khan Leghari,25-02-2009,25-02-2009,PLD 2009 SC 237,2009 SCP 1,https://www.supremecourt.gov.pk/downloads_judgements/CP878OF2008CMA95OF2009.pdf,C.P.L.A.878_2008.pdf,Success,2025-10-05T14:43:21.194998
2493,C.P.L.A.1512/2008,Case_2496,N/A,Mr. Justice Fakir Muhammad Khokar,19-12-2008,19-12-2008,N/A,2008 SCP 1,https://www.supremecourt.gov.pk/downloads_judgements/CP1512of2008.pdf,C.P.L.A.1512_2008.pdf,Success,2025-10-05T14:43:22.555924
2494,C.P.L.A.1049/2009,Case_2497,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,19-02-2010,19-02-2010,N/A,2010 SCP 2,https://www.supremecourt.gov.pk/downloads_judgements/CPs1406of09etc.pdf,C.P.L.A.1049_2009.pdf,Success,2025-10-05T14:43:23.454279
2495,Crl.P.L.A.200/2009,Case_2498,N/A,MR. JUSTICE NASIR-UL-MULK,17-07-2009,17-07-2009,PLD 2009 SC 814,2009 SCP 8,https://www.supremecourt.gov.pk/downloads_judgements/Crl.P.200of2009.pdf,Crl.P.L.A.200_2009.pdf,Success,2025-10-05T14:43:24.422429
2496,Crl.P.L.A.426/2009,Case_2499,N/A,Mr. Justice Tassaduq Hussain Jillani,13-08-2010,N/A,PLD 2010 SC 1021,2010 SCP 8,https://www.supremecourt.gov.pk/downloads_judgements/Crl.P.No.426of2009&Crl.A.No.pdf,Crl.P.L.A.426_2009.pdf,Success,2025-10-05T14:43:25.359220
2497,C.R.P.45/2009,Case_2500,N/A,Mr. Justice Tassaduq Hussain Jillani,26-05-2009,26-05-2009,PLD 2009 SC 644,2009 SCP 4,https://www.supremecourt.gov.pk/downloads_judgements/CRP59-62of2009.pdf,C.R.P.45_2009.pdf,Success,2025-10-05T14:43:26.132739
2498,C.R.P.45/2009,Case_2501,N/A,Mr. Justice Tassaduq Hussain Jillani,26-05-2009,26-05-2009,PLD 2009 SC 644,2009 SCP 3,https://www.supremecourt.gov.pk/downloads_judgements/DetailJudgmentofCRP45OF2009.pdf,C.R.P.45_2009.pdf,Already exists,2025-10-05T14:43:26.435595
2499,H.R.C.8340/2009,Case_2502,N/A,MR. JUSTICE CH. IJAZ AHMED,28-04-2010,28-04-2010,2010 SCMR 1301,2010 SCP 4,https://www.supremecourt.gov.pk/downloads_judgements/HR8340OF2010.pdf,H.R.C.8340_2009.pdf,Success,2025-10-05T14:43:27.660666
2500,H.R.C.4668/2006,Case_2504,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,04-06-2010,13-05-2010,PLD 2010 SC 759,2010 SCP 7,https://www.supremecourt.gov.pk/downloads_judgements/HRC-4668of2006.pdf,H.R.C.4668_2006.pdf,Success,2025-10-05T14:43:28.667746
2501,J.P.56/2005,Case_2505,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,01-06-2009,N/A,PLD 2009 SC 460,2009 SCP 5,https://www.supremecourt.gov.pk/downloads_judgements/J.P.No.56of2005.pdf,J.P.56_2005.pdf,Success,2025-10-05T14:43:30.060973
2502,C.P.L.A.76/2007,Pakistan Sports Board thr. D.G. Islamabad v. M/s Shams & Brothers & others,Civil Suits/Temporary Injunction,Mr. Justice Iftikhar Muhammad Chaudhry,16-12-2009,16-12-2009,PLD 2008 SC 80,2009 SCP 16,https://www.supremecourt.gov.pk/downloads_judgements/NRO_Judgment.pdf,C.P.L.A.76_2007.pdf,Success,2025-10-05T14:43:32.684828
2503,S.M.C.14/2009,Allowing regularization of 50 acres of Karachi Land at throw away prices causing losses running into hundreds of millions to the state exchequer.,Miscelleneous,N/A,11-09-2009,11-09-2009,N/A,2009 SCP 11,https://www.supremecourt.gov.pk/downloads_judgements/S.M.C14%20of%202009.pdf,S.M.C.14_2009.pdf,Success,2025-10-05T14:43:33.706990
2504,C.P.L.A.76/2007,Pakistan Sports Board thr. D.G. Islamabad v. M/s Shams & Brothers & others,Civil Suits/Temporary Injunction,Mr. Justice Iftikhar Muhammad Chaudhry,16-12-2009,16-12-2009,PLD 2008 SC 80,2009 SCP 15,https://www.supremecourt.gov.pk/downloads_judgements/Short%20order.pdf,C.P.L.A.76_2007.pdf,Already exists,2025-10-05T14:43:34.010676
2505,S.M.C.14/2010,Case_2509,N/A,MR. JUSTICE GHULAM RABBANI,01-09-2010,01-09-2010,N/A,2010 SCP 10,https://www.supremecourt.gov.pk/downloads_judgements/SMC14of2010.pdf,S.M.C.14_2010.pdf,Success,2025-10-05T14:43:34.920496
2506,S.M.C.5/2010,Case_2510,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,28-04-2010,28-04-2010,PLD 2010 SC 731,2010 SCP 3,https://www.supremecourt.gov.pk/downloads_judgements/SMCASE5OF2010.pdf,S.M.C.5_2010.pdf,Success,2025-10-05T14:43:35.770483
2507,C.M.A.2981/2010,Note initiated by worthy Registrar.,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,15-10-2010,15-10-2010,PLD 2010 SC 1151,2010 SCP 14,https://www.supremecourt.gov.pk/downloads_judgements/CMA2981-2010.pdf,C.M.A.2981_2010.pdf,Success,2025-10-05T14:43:36.576924
2508,C.M.A.2981/2010,Note initiated by worthy Registrar.,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,18-10-2010,18-10-2010,PLD 2010 SC 1151,2010 SCP 15,https://www.supremecourt.gov.pk/downloads_judgements/CMA%20NO.%202981-2010%20IN%20CP%2009-2010%20[18.10.pdf,C.M.A.2981_2010.pdf,Already exists,2025-10-05T14:43:36.877726
2509,C.P.11/2010,"Nadeem Ahmed, Advocate v. Federation of Pakistan",U/A 184/.,MR. JUSTICE TASSADUQ HUSSAIN JILLANI,21-10-2010,N/A,PLD 2010 SC 1165,2010 SCP 17,https://www.supremecourt.gov.pk/downloads_judgements/18TH_AMENDMENT_ORDER.pdf,C.P.11_2010.pdf,Already exists,2025-10-05T14:43:37.184141
2510,C.A.16/2010,Case_2516,N/A,MR. JUSTICE JAWWAD S. KHAWAJA,23-12-2010,23-11-2010,PLD 2011 SC 181,2010 SCP 19,"https://www.supremecourt.gov.pk/downloads_judgements/Illegal%20Dispossession%20Act,%202005%20CA-16%20of%202010.pdf",C.A.16_2010.pdf,Success,2025-10-05T14:43:38.170448
2511,C.A.468/2010,Case_2517,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,23-12-2010,N/A,PLD 2011 SC 132,2010 SCP 18,https://www.supremecourt.gov.pk/downloads_judgements/C.A.468OF2010.pdf,C.A.468_2010.pdf,Success,2025-10-05T14:43:39.014880
2512,CRL.A.652/2009,Case_2519,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,05-01-2011,05-01-2011,2011 SCMR 429,2011 SCP 1,https://www.supremecourt.gov.pk/downloads_judgements/Criminal%20Appeal%20No652%20of%202009.pdf,CRL.A.652_2009.pdf,Success,2025-10-05T14:43:39.833111
2513,C.P.58/2010,Judgment of Supreme Court on appointment of president National Bank of Pakistan,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,14-01-2011,14-01-2011,PLD 2011 SC 213,2011 SCP 2,https://www.supremecourt.gov.pk/downloads_judgements/CONST%20P%2058-2010%20DT%2001.05.2011%20[HEARING]%20-%20Judgment%20of%20Supreme%20Court%20on%20appointment%20of%20president%20National%20Bank%20of%20Pakistan.pdf,C.P.58_2010.pdf,Success,2025-10-05T14:43:41.021145
2514,H.R.C.57701-P/2010,Application by Abdul Rashid,Hajj Policy,Mr. Justice Iftikhar Muhammad Chaudhry,20-01-2011,20-01-2011,P L D 2011 SC 963,2011 SCP 3,https://www.supremecourt.gov.pk/downloads_judgements/SuoMoto24of2010.pdf,H.R.C.57701-P_2010.pdf,Success,2025-10-05T14:43:41.777004
2515,S.M.C.18/2010,"Suo Moto action regarding violatin of Public Procurement Rules, 2004 in procurement loss of billions of rupees of exchequer case by National Insurance Compant Ltd.",U/A 184(3),Mr. Justice Iftikhar Muhammad Chaudhry,25-01-2011,25-01-2011,2014 SCMR 585,2011 SCP 5,https://www.supremecourt.gov.pk/downloads_judgements/SMC18-2010DT25.01.pdf,S.M.C.18_2010.pdf,Success,2025-10-05T14:43:42.578615
2516,C.P.3/2011,Independent Music Group Pvt. Ltd. and another v. Federation of Pakistan,U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,24-01-2011,24-01-2011,N/A,2011 SCP 4,https://www.supremecourt.gov.pk/downloads_judgements/Const.P.3%20OF%202011.pdf,C.P.3_2011.pdf,Success,2025-10-05T14:43:43.349110
2517,CRL.O.P.93/2009,Contempt Proceedings against Mr.Justice(R) Iftikhar Hussain Chaudhry,Contempt of Court/Non-compliance of Court Order,MR. JUSTICE MAHMOOD AKHTAR SHAHID SIDDIQUI,02-02-2011,02-02-2011,PLD 2011 SC 197,2011 SCP 7,https://www.supremecourt.gov.pk/downloads_judgements/Criminal_Original_P93to98.pdf,CRL.O.P.93_2009.pdf,Success,2025-10-05T14:43:44.219013
2518,C.M.A.1/2011,Crl. Misc. As. Nos. 01 & 02 of 2011 in Crl. Org. Nos. 97 & 98 of 2009.,N/A,MR. JUSTICE MAHMOOD AKHTAR SHAHID SIDDIQUI,02-02-2011,02-02-2011,PLD 2011 SC 197,2011 SCP 6,https://www.supremecourt.gov.pk/downloads_judgements/Decision_in_CMAs1&2_of_2011.pdf,C.M.A.1_2011.pdf,Success,2025-10-05T14:43:45.123867
2519,I.C.A.3/2011,Case_2528,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,18-02-2011,18-02-2011,PLD 2011 SC 680,2011 SCP 8,https://www.supremecourt.gov.pk/downloads_judgements/ICA3%20&4-2011DT2011.pdf,I.C.A.3_2011.pdf,Success,2025-10-05T14:43:45.776335
2520,S.M.C.24/2010,Suo Moto action regarding corruption in Hajj arrangements in 2010.,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,01-03-2011,01-03-2011,2015 PLC(CS) 73,2011 SCP 9,https://www.supremecourt.gov.pk/downloads_judgements/SMC_24_2010_DT_01_03.pdf,S.M.C.24_2010.pdf,Success,2025-10-05T14:43:46.726426
2521,I.C.A.9/2011,Case_2530,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,03-03-2011,03-03-2011,PLD 2011 SC 315,2011 SCP 10,https://www.supremecourt.gov.pk/downloads_judgements/CONTEMPT_OF_COURT_CASE_ORDER_DT_03_03_2011_ica.pdf,I.C.A.9_2011.pdf,Success,2025-10-05T14:43:47.756199
2522,S.M.C.24/2010,Suo Moto action regarding corruption in Hajj arrangements in 2010.,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,11-03-2011,11-03-2011,2015 PLC(CS) 73,2011 SCP 14,https://www.supremecourt.gov.pk/downloads_judgements/SMC_24OF2010.pdf,S.M.C.24_2010.pdf,Already exists,2025-10-05T14:43:48.058080
2523,S.M.C.24/2010,Suo Moto action regarding corruption in Hajj arrangements in 2010.,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,11-03-2011,11-03-2011,2015 PLC(CS) 73,2011 SCP 13,https://www.supremecourt.gov.pk/downloads_judgements/SMC_24OF2010.pdf,S.M.C.24_2010.pdf,Already exists,2025-10-05T14:43:48.360514
2524,S.M.C.24/2010,Suo Moto action regarding corruption in Hajj arrangements in 2010.,Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,11-03-2011,11-03-2011,2015 PLC(CS) 73,2011 SCP 12,https://www.supremecourt.gov.pk/downloads_judgements/SMC_24OF2010.pdf,S.M.C.24_2010.pdf,Already exists,2025-10-05T14:43:48.662800
2525,C.P.10/2011,Case_2534,N/A,MR. JUSTICE MAHMOOD AKHTAR SHAHID SIDDIQUI,21-03-2011,04-03-2011,PLD 2011 SC 407,2011 SCP 15,https://www.supremecourt.gov.pk/downloads_judgements/CPs.10-18of2011.pdf,C.P.10_2011.pdf,Success,2025-10-05T14:43:49.956364
2526,C.P.60/2010,Case_2535,N/A,Mr. Justice Asif Saeed Khan Khosa,10-03-2011,10-03-2011,PLD 2011 SC 365,2011 SCP 11,https://www.supremecourt.gov.pk/downloads_judgements/Chairman_NAB_case.pdf,C.P.60_2010.pdf,Success,2025-10-05T14:43:51.078325
2527,C.P.43/2009,Dr. Mohammad Aslam Khakhi & another v. S.S.P. (Operations) Rawalpindi and others,U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,22-03-2011,22-03-2011,2013 SCMR 187,2011 SCP 16,https://www.supremecourt.gov.pk/downloads_judgements/Const.P_43_of_2009.pdf,C.P.43_2009.pdf,Success,2025-10-05T14:43:51.797779
2528,C.P.6/2011,Syed Mubashir Raza Jaffri & another v. Emolyees Old Age Benefits Institutions (EOBI) through its President.,U/A 184,Mr. Justice Iftikhar Muhammad Chaudhry,25-03-2011,25-03-2011,2014 SCMR 949,2011 SCP 17,https://www.supremecourt.gov.pk/downloads_judgements/Const.P_6of2011.pdf,C.P.6_2011.pdf,Success,2025-10-05T14:43:53.769742
2529,C.R.P.129/2010,"The Federation of Pakistan thr. Secy. M/o Law, Justice and Parliamentary Affairs, Islamabad. v. Dr. Mobashir Hassan, etc",Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,11-04-2011,11-04-2011,PLD 2011 SC 674,2011 SCP 18,https://www.supremecourt.gov.pk/downloads_judgements/REVIEW_nro.pdf,C.R.P.129_2010.pdf,Success,2025-10-05T14:43:54.565998
2530,C.R.P.129/2010,"The Federation of Pakistan thr. Secy. M/o Law, Justice and Parliamentary Affairs, Islamabad. v. Dr. Mobashir Hassan, etc",Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,12-04-2011,12-04-2011,PLD 2011 SC 674,2011 SCP 19,https://www.supremecourt.gov.pk/downloads_judgements/Review_nro_12042011.pdf,C.R.P.129_2010.pdf,Already exists,2025-10-05T14:43:54.869881
2531,REFERENCE.1/2011,Reference by the President of Islamic Republic of Pakistan Under Article 186 of the Constitution to revisit the case of Zulfiqar Ali Bhutto reported as PLD 1979 SC Page 38-53,U/A 186,Mr. Justice Iftikhar Muhammad Chaudhry,13-04-2011,13-04-2011,2011 SCMR 962,2011 SCP 20,https://www.supremecourt.gov.pk/downloads_judgements/Presidential_refernce_13042011.pdf,REFERENCE.1_2011.pdf,Already exists,2025-10-05T14:43:55.171410
2532,S.M.C.13/2009,CDA-MULTI PROFESSIONAL JOINT VENTURE CASE DATED 15.04.2011.,N/A,Mr. Justice Iftikhar Muhammad Chaudhry,15-04-2011,15-04-2011,PLD 2011 SC 619,2011 SCP 21,https://www.supremecourt.gov.pk/downloads_judgements/SMC.13-2009.pdf,S.M.C.13_2009.pdf,Success,2025-10-05T14:43:56.097014
2533,C.R.P.129/2010,"The Federation of Pakistan thr. Secy. M/o Law, Justice and Parliamentary Affairs, Islamabad. v. Dr. Mobashir Hassan, etc",Miscelleneous,Mr. Justice Iftikhar Muhammad Chaudhry,18-04-2011,18-04-2011,PLD 2011 SC 674,2011 SCP 22,https://www.supremecourt.gov.pk/downloads_judgements/NRO_REVIEW_CRP_129_DT18042011.pdf,C.R.P.129_2010.pdf,Already exists,2025-10-05T14:43:56.405201
2534,CRL.A.163/2005,Mukhtar Mai Case,N/A,Mr. Justice Mian Saqib Nisar,21-04-2011,19-04-2011,PLD 2011 SC 554,2011 SCP 24,https://www.supremecourt.gov.pk/downloads_judgements/Crl.P.163_to_171_S.M.C.5_2005.pdf,CRL.A.163_2005.pdf,Success,2025-10-05T14:43:57.475321
2535,R.P.46/2011,(Urdu version included),N/A,MR. JUSTICE JAWWAD S. KHAWAJA,20-04-2011,20-04-2011,PLD 2011 SC 752,2011 SCP 23,https://www.supremecourt.gov.pk/downloads_judgements/REVIEW_P_46&47_2011_full.pdf,R.P.46_2011.pdf,Success,2025-10-05T14:43:58.638195
